customer_id,age,tenure_months,monthly_charges,num_support_calls,num_late_payments,avg_monthly_spend,gender_male,contract_monthly,contract_one_year,contract_two_year,label
2581,35,71,21.12,1,0,21.12,0,1,0,0,0
2582,38,61,71.38,2,1,71.38000000000001,1,0,1,0,0
2583,43,0,56.72,4,0,0.0,1,0,0,1,1
2584,49,19,84.27,3,1,84.27000000000001,1,0,0,1,0
2585,51,57,59.87,3,0,59.870000000000005,1,1,0,0,1
2586,69,47,46.45,2,0,46.45,1,1,0,0,0
2587,69,51,57.47,2,1,57.47,1,1,0,0,1
2588,75,42,41.48,2,0,41.480000000000004,1,1,0,0,1
2589,69,57,111.99,2,3,111.99000000000001,1,0,1,0,0
2590,22,5,85.83,0,0,85.83,0,1,0,0,0
2591,75,35,29.16,0,1,29.16,0,0,0,1,0
2592,39,47,114.81,5,1,114.80999999999999,0,0,1,0,1
2593,40,26,22.69,0,1,22.69,1,0,1,0,0
2594,59,35,87.29,4,1,87.29,1,0,1,0,0
2595,59,15,108.65,2,0,108.65,0,1,0,0,0
2596,32,50,50.52,4,0,50.52,0,1,0,0,0
2597,54,14,80.95,2,0,80.95,1,0,0,1,0
2598,58,57,115.33,2,1,115.33000000000001,0,0,1,0,0
2599,70,67,48.76,1,0,48.76,0,1,0,0,0
2600,66,16,47.13,2,2,47.13,1,1,0,0,1
2601,70,70,44.5,1,0,44.5,1,1,0,0,0
2602,26,55,29.96,1,1,29.96,0,1,0,0,0
2603,58,62,111.44,3,0,111.44,1,1,0,0,1
2604,70,57,108.1,2,0,108.1,1,0,0,1,1
2605,77,21,91.64,4,1,91.64,0,1,0,0,0
2606,40,41,89.83,1,1,89.83,1,1,0,0,0
2607,53,41,39.65,0,0,39.650000000000006,1,1,0,0,0
2608,50,44,66.91,2,0,66.91,0,1,0,0,1
2609,45,47,26.78,3,1,26.78,0,1,0,0,0
2610,74,30,96.76,2,1,96.76,0,1,0,0,0
2611,45,68,42.48,0,1,42.48,1,0,1,0,0
2612,53,26,34.47,3,1,34.47,1,1,0,0,0
2613,50,61,43.9,4,0,43.9,1,1,0,0,0
2614,18,64,72.71,3,1,72.71,1,1,0,0,0
2615,61,58,59.53,2,1,59.529999999999994,0,0,1,0,1
2616,54,40,102.32,1,0,102.32000000000001,0,0,1,0,0
2617,53,28,23.28,4,1,23.28,1,0,1,0,0
2618,66,57,51.19,1,0,51.19,1,1,0,0,0
2619,60,21,43.24,3,1,43.239999999999995,0,0,0,1,0
2620,34,55,103.07,0,3,103.07000000000001,0,1,0,0,1
2621,37,5,29.33,2,3,29.330000000000002,1,1,0,0,1
2622,77,57,103.7,3,1,103.69999999999999,0,1,0,0,0
2623,30,53,96.09,5,3,96.09,0,0,1,0,1
2624,66,23,94.52,2,1,94.52,0,1,0,0,0
2625,33,25,21.44,4,1,21.44,0,0,0,1,1
2626,35,3,116.87,0,0,116.87,1,1,0,0,1
2627,65,39,86.77,0,1,86.77000000000001,1,0,1,0,1
2628,72,11,86.21,2,0,86.21,1,1,0,0,1
2629,45,46,26.01,0,0,26.01,0,0,1,0,0
2630,69,26,88.94,2,1,88.94,0,0,1,0,0
2631,42,26,27.83,4,0,27.830000000000002,1,0,1,0,0
2632,44,48,46.68,1,3,46.68,1,0,0,1,1
2633,43,1,102.81,2,1,102.81,0,1,0,0,1
2634,39,48,36.29,2,0,36.29,0,1,0,0,0
2635,39,60,68.26,3,0,68.26,1,1,0,0,1
2636,68,18,76.51,0,1,76.51,1,1,0,0,0
2637,34,44,43.43,2,1,43.43,1,1,0,0,1
2638,42,24,55.69,2,0,55.69,0,0,1,0,0
2639,48,53,62.51,4,3,62.510000000000005,0,1,0,0,1
2640,30,63,57.51,2,2,57.510000000000005,1,1,0,0,0
2641,73,1,112.4,2,1,112.4,1,1,0,0,1
2642,63,65,20.16,2,1,20.16,0,0,1,0,0
2643,44,22,86.14,2,2,86.14,1,0,1,0,0
2644,60,4,28.57,4,3,28.57,1,1,0,0,1
2645,63,30,95.61,2,1,95.61,0,1,0,0,1
2646,74,47,111.19,1,2,111.19000000000001,0,1,0,0,0
2647,35,6,80.37,6,0,80.37,0,0,1,0,1
2648,42,26,59.21,3,0,59.21,1,1,0,0,1
2649,42,49,46.31,2,0,46.31,0,0,0,1,0
2650,72,45,38.4,2,0,38.4,1,0,0,1,0
2651,53,15,48.96,3,0,48.96,0,0,1,0,0
2652,34,49,45.28,2,1,45.279999999999994,1,0,1,0,1
2653,65,6,75.9,4,1,75.89999999999999,1,0,1,0,1
2654,33,21,26.97,2,0,26.97,0,0,1,0,1
2655,46,9,30.05,4,1,30.049999999999997,0,1,0,0,0
2656,20,11,53.95,3,0,53.95,1,1,0,0,0
2657,24,42,64.92,2,0,64.92,0,0,1,0,0
2658,74,55,119.22,1,1,119.22000000000001,0,1,0,0,0
2659,42,11,66.88,2,1,66.88,1,0,1,0,0
2660,51,1,54.13,0,0,54.13,0,1,0,0,1
2661,70,45,37.3,3,1,37.3,0,1,0,0,1
2662,40,30,104.29,1,1,104.28999999999999,1,0,1,0,1
2663,43,0,87.25,0,0,0.0,1,0,1,0,1
2664,40,43,35.94,4,0,35.940000000000005,0,1,0,0,0
2665,21,66,102.45,2,2,102.45,0,0,0,1,0
2666,56,18,82.39,1,1,82.39,1,1,0,0,1
2667,74,19,21.99,2,0,21.99,0,1,0,0,1
2668,63,33,26.95,0,1,26.95,1,0,1,0,0
2669,66,20,84.08,4,2,84.08,0,0,0,1,0
2670,28,13,51.74,1,2,51.74,0,1,0,0,1
2671,37,24,76.13,2,3,76.13,1,0,0,1,0
2672,48,7,27.58,0,2,27.580000000000002,1,0,1,0,1
2673,19,60,71.76,2,1,71.76,0,0,1,0,0
2674,78,12,41.21,2,0,41.21,1,1,0,0,1
2675,77,9,41.02,3,0,41.02,1,1,0,0,0
2676,29,15,62.74,6,1,62.74,1,1,0,0,1
2677,60,6,78.74,1,1,78.74,0,0,0,1,1
2678,58,3,47.28,2,1,47.28,1,0,0,1,0
2679,66,65,23.49,1,1,23.49,0,1,0,0,0
2680,24,24,20.38,2,2,20.38,1,0,0,1,0
2681,69,30,32.47,3,0,32.47,0,0,1,0,0
2682,63,54,81.02,2,3,81.02,0,0,0,1,0
2683,79,26,38.41,2,1,38.41,0,1,0,0,0
2684,73,61,105.38,2,1,105.38000000000001,1,1,0,0,1
2685,56,38,70.76,0,2,70.76,1,0,1,0,0
2686,67,69,23.38,1,1,23.38,0,0,1,0,0
2687,78,35,93.83,0,0,93.83,0,1,0,0,1
2688,25,46,80.08,2,2,80.08,1,0,1,0,1
2689,55,6,114.39,2,1,114.39,1,1,0,0,1
2690,38,54,109.89,0,1,109.89,1,1,0,0,1
2691,58,8,106.07,4,2,106.07,0,0,1,0,1
2692,43,56,89.52,1,2,89.52,1,1,0,0,0
2693,40,28,56.14,1,0,56.14,0,0,0,1,0
2694,36,68,27.14,2,0,27.14,0,0,1,0,0
2695,25,17,37.21,1,0,37.21,1,0,1,0,0
2696,35,31,34.7,3,0,34.7,0,0,0,1,0
2697,19,65,27.14,2,2,27.139999999999997,1,0,0,1,0
2698,56,43,47.79,1,2,47.78999999999999,0,1,0,0,0
2699,31,63,83.35,0,1,83.35000000000001,0,0,1,0,0
2700,36,26,92.49,1,2,92.49,0,1,0,0,1
2701,78,0,44.68,1,1,0.0,0,0,1,0,1
2702,64,5,105.02,2,0,105.02000000000001,1,0,1,0,1
2703,68,35,22.31,3,0,22.310000000000002,0,1,0,0,0
2704,46,4,105.22,3,2,105.22,1,0,1,0,0
2705,30,52,35.43,5,1,35.43,0,0,1,0,0
2706,32,41,48.74,1,1,48.739999999999995,1,1,0,0,0
2707,44,68,70.78,0,0,70.78,0,1,0,0,1
2708,78,27,98.59,0,1,98.58999999999999,0,0,0,1,1
2709,62,66,119.21,4,2,119.21,1,0,1,0,0
2710,46,36,97.83,4,0,97.83,0,1,0,0,1
2711,58,59,77.54,1,0,77.53999999999999,0,1,0,0,0
2712,42,18,106.01,3,2,106.01,0,1,0,0,1
2713,53,42,87.47,7,1,87.47,0,1,0,0,0
2714,26,15,83.9,0,1,83.9,0,0,0,1,0
2715,57,9,61.1,1,0,61.099999999999994,0,0,0,1,0
2716,67,43,76.82,1,1,76.82000000000001,1,1,0,0,1
2717,45,5,67.82,2,0,67.82000000000001,1,1,0,0,0
2718,57,23,74.73,3,1,74.73,1,1,0,0,1
2719,57,58,76.29,0,2,76.28999999999999,1,0,1,0,0
2720,32,57,87.43,3,1,87.43,1,0,1,0,0
2721,71,68,68.23,2,1,68.23,0,0,0,1,0
2722,73,24,92.61,1,0,92.61,0,0,1,0,0
2723,58,41,24.89,1,0,24.89,1,0,0,1,0
2724,41,71,54.44,1,1,54.44,0,1,0,0,0
2725,50,7,88.58,2,1,88.58,0,0,1,0,0
2726,68,58,20.3,4,0,20.3,0,0,1,0,1
2727,48,24,107.45,2,0,107.45,0,0,1,0,1
2728,25,26,93.45,3,1,93.44999999999999,0,0,1,0,0
2729,35,47,103.44,1,2,103.44000000000001,1,1,0,0,0
2730,68,41,100.16,4,4,100.16000000000001,1,0,1,0,1
2731,54,49,49.09,2,2,49.089999999999996,1,1,0,0,1
2732,59,0,54.66,2,1,0.0,1,0,1,0,1
2733,79,34,115.34,1,1,115.34,0,0,0,1,1
2734,74,57,96.3,1,2,96.30000000000001,1,0,0,1,0
2735,33,58,27.22,1,0,27.22,0,0,1,0,0
2736,71,37,96.02,0,1,96.02,0,0,1,0,1
2737,26,62,98.57,0,2,98.57000000000001,0,0,1,0,0
2738,48,25,37.07,3,1,37.07,1,1,0,0,0
2739,52,39,53.47,2,1,53.47,1,0,1,0,0
2740,55,70,74.85,3,2,74.85,0,0,0,1,0
2741,63,33,43.92,2,0,43.919999999999995,0,0,1,0,1
2742,70,71,65.69,1,2,65.69,1,1,0,0,0
2743,57,16,110.75,0,2,110.75,0,1,0,0,1
2744,28,29,38.71,2,1,38.709999999999994,1,1,0,0,0
2745,52,71,82.94,1,0,82.94,0,1,0,0,1
2746,39,53,27.46,5,2,27.46,0,0,1,0,0
2747,57,3,66.58,1,0,66.58,0,1,0,0,1
2748,61,54,90.32,0,2,90.32,1,0,0,1,0
2749,62,58,95.92,1,0,95.91999999999999,1,0,1,0,0
2750,27,70,87.39,3,1,87.39,1,1,0,0,0
2751,38,53,80.3,1,1,80.3,1,1,0,0,1
2752,72,57,85.44,3,3,85.44,1,0,0,1,0
2753,74,66,119.02,4,0,119.02,1,0,1,0,1
2754,23,67,33.74,1,0,33.74,1,1,0,0,0
2755,31,28,112.95,2,0,112.95,1,1,0,0,0
2756,33,35,94.69,2,0,94.69,1,0,1,0,0
2757,42,33,91.96,2,0,91.96,1,1,0,0,1
2758,25,23,22.43,1,0,22.43,0,1,0,0,0
2759,66,57,39.72,3,2,39.72,1,1,0,0,0
2760,65,34,50.94,0,0,50.94,0,0,0,1,0
2761,42,31,104.91,1,0,104.91,0,1,0,0,1
2762,22,40,91.92,0,1,91.92,0,1,0,0,1
2763,36,3,105.99,2,0,105.99000000000001,0,1,0,0,0
2764,40,67,38.96,1,1,38.96,0,0,1,0,0
2765,30,4,57.77,3,0,57.77,1,1,0,0,1
2766,54,3,82.31,3,0,82.31,1,1,0,0,1
2767,66,26,101.29,6,0,101.28999999999999,1,0,1,0,0
2768,42,35,36.86,1,0,36.86,0,0,1,0,0
2769,58,33,30.05,3,1,30.05,1,1,0,0,0
2770,22,16,119.91,0,1,119.91,0,0,0,1,1
2771,69,52,47.31,7,0,47.309999999999995,0,1,0,0,0
2772,77,8,43.07,4,2,43.07,1,1,0,0,1
2773,43,9,48.74,2,1,48.74,0,1,0,0,0
2774,62,26,23.17,1,1,23.169999999999998,0,0,1,0,0
2775,74,43,50.87,2,0,50.87,1,0,0,1,0
2776,70,62,60.24,2,0,60.24,1,0,0,1,0
2777,38,6,49.19,3,0,49.19,0,1,0,0,1
2778,39,69,66.71,2,0,66.71,1,0,0,1,0
2779,60,33,98.99,5,2,98.99000000000001,0,1,0,0,0
2780,66,20,75.87,1,1,75.87,0,0,0,1,0
2781,62,47,34.23,2,0,34.23,0,0,1,0,0
2782,55,36,37.9,1,0,37.900000000000006,1,1,0,0,0
2783,29,19,72.03,3,1,72.03,1,0,1,0,0
2784,49,16,36.49,1,0,36.49,1,0,0,1,0
2785,35,47,90.65,4,1,90.65,1,0,1,0,0
2786,40,61,79.87,1,1,79.86999999999999,1,1,0,0,1
2787,43,0,96.45,0,3,0.0,1,0,0,1,0
2788,20,46,81.54,3,0,81.54,1,0,0,1,0
2789,58,48,119.27,1,1,119.27,1,1,0,0,0
2790,68,59,41.43,1,2,41.43,1,0,0,1,0
2791,75,39,26.46,4,0,26.46,1,1,0,0,0
2792,76,38,38.83,3,2,38.83,0,1,0,0,1
2793,45,45,66.57,1,1,66.57000000000001,1,1,0,0,0
2794,57,57,95.57,3,1,95.57,0,1,0,0,0
2795,62,57,48.54,2,2,48.540000000000006,0,1,0,0,1
2796,59,36,78.11,2,0,78.11,1,0,1,0,0
2797,24,3,69.49,2,2,69.49,1,1,0,0,1
2798,41,13,64.84,5,0,64.84,0,0,1,0,0
2799,19,51,38.5,2,1,38.5,0,0,0,1,0
2800,41,15,30.36,1,1,30.36,1,1,0,0,0
2801,79,18,91.59,2,0,91.58999999999999,0,0,1,0,0
2802,48,25,94.53,4,1,94.53,0,0,1,0,0
2803,18,23,118.94,1,2,118.94,1,1,0,0,1
2804,20,23,104.35,5,0,104.35000000000001,1,0,0,1,0
2805,77,64,51.94,1,1,51.94,1,1,0,0,0
2806,28,17,110.73,3,0,110.73,1,0,1,0,0
2807,68,5,28.17,0,2,28.169999999999998,0,1,0,0,1
2808,67,38,105.06,0,1,105.06,0,1,0,0,1
2809,28,11,61.15,0,1,61.15,0,1,0,0,0
2810,66,57,111.23,1,0,111.22999999999999,1,1,0,0,0
2811,68,31,27.87,4,1,27.87,0,0,0,1,0
2812,19,47,96.5,6,1,96.5,0,0,0,1,1
2813,56,67,21.9,2,2,21.9,0,0,0,1,0
2814,33,39,72.73,4,1,72.72999999999999,0,0,1,0,0
2815,22,40,44.14,1,3,44.14,0,0,1,0,0
2816,36,17,80.09,1,2,80.09,1,1,0,0,1
2817,55,21,23.94,5,0,23.94,1,1,0,0,0
2818,51,64,23.13,1,0,23.13,0,0,1,0,0
2819,65,25,102.47,0,1,102.47,0,0,1,0,0
2820,18,19,119.54,1,1,119.54,1,1,0,0,0
2821,60,41,104.45,2,0,104.44999999999999,1,0,0,1,0
2822,58,66,22.66,3,2,22.66,1,1,0,0,0
2823,73,57,44.46,3,0,44.459999999999994,1,0,0,1,0
2824,58,57,69.25,6,1,69.25,0,1,0,0,0
2825,53,38,60.88,1,1,60.88,0,0,1,0,0
2826,18,7,35.1,2,1,35.1,1,0,1,0,0
2827,25,41,36.42,0,0,36.42,1,1,0,0,1
2828,52,64,115.51,1,1,115.51,1,1,0,0,1
2829,42,12,41.77,2,0,41.77,0,1,0,0,1
2830,48,67,80.46,3,2,80.46,0,1,0,0,1
2831,52,40,73.47,1,1,73.47,0,1,0,0,1
2832,51,53,75.03,1,1,75.03,1,0,1,0,0
2833,51,12,79.04,5,1,79.04,0,0,1,0,0
2834,38,66,115.35,0,1,115.35000000000001,0,0,0,1,1
2835,63,63,102.15,0,0,102.14999999999999,1,0,1,0,0
2836,31,7,61.87,6,0,61.87,1,0,0,1,1
2837,57,53,26.99,2,1,26.990000000000002,1,0,1,0,0
2838,33,3,43.99,2,0,43.99,1,0,1,0,1
2839,18,70,87.31,2,0,87.31,1,1,0,0,0
2840,22,24,63.78,1,2,63.78,0,0,1,0,1
2841,37,62,69.83,2,2,69.83,1,0,1,0,0
2842,78,21,76.89,2,0,76.89,0,0,1,0,0
2843,77,53,84.11,1,1,84.11,0,0,1,0,0
2844,45,43,83.36,2,1,83.36,0,0,1,0,1
2845,43,22,54.84,2,1,54.84,1,0,0,1,0
2846,38,42,34.72,1,1,34.72,0,0,1,0,0
2847,73,43,35.89,1,2,35.89,1,0,1,0,0
2848,59,29,118.75,3,1,118.75,1,1,0,0,1
2849,72,41,52.09,0,0,52.09,0,1,0,0,0
2850,75,9,110.46,4,3,110.46,0,0,1,0,0
2851,23,71,91.11,4,2,91.11,0,0,0,1,0
2852,20,35,116.06,4,1,116.06,0,1,0,0,0
2853,45,58,103.17,1,4,103.16999999999999,0,0,0,1,0
2854,61,65,25.16,1,2,25.16,1,1,0,0,0
2855,51,22,57.51,3,0,57.51,1,0,1,0,0
2856,52,3,55.73,2,0,55.73,1,0,0,1,0
2857,55,54,87.73,0,1,87.73,0,1,0,0,0
2858,21,69,46.67,4,0,46.67,1,0,0,1,0
2859,77,32,22.9,2,2,22.9,1,0,1,0,0
2860,74,16,110.46,1,0,110.46,0,1,0,0,0
2861,51,43,62.46,3,0,62.46000000000001,1,1,0,0,0
2862,41,28,20.67,2,0,20.669999999999998,1,0,0,1,0
2863,58,7,85.36,2,0,85.36,1,0,1,0,0
2864,76,4,31.07,1,0,31.07,0,0,0,1,0
2865,77,38,49.21,2,2,49.21,1,1,0,0,0
2866,32,59,42.88,2,1,42.88,0,0,1,0,0
2867,27,47,94.82,0,0,94.82,0,1,0,0,1
2868,51,22,108.22,2,1,108.22000000000001,1,0,1,0,0
2869,43,40,41.5,0,1,41.5,0,1,0,0,1
2870,27,54,62.07,2,1,62.07,1,1,0,0,0
2871,50,46,62.93,2,0,62.93000000000001,0,0,0,1,0
2872,31,0,28.35,1,0,0.0,1,0,1,0,1
2873,42,16,36.56,2,0,36.56,1,1,0,0,1
2874,34,58,111.2,5,0,111.2,0,0,1,0,0
2875,43,39,75.74,1,0,75.74000000000001,1,1,0,0,0
2876,61,60,98.51,6,3,98.51,0,1,0,0,1
2877,75,58,115.69,3,1,115.69000000000001,1,0,1,0,0
2878,39,2,83.41,2,2,83.41,0,1,0,0,1
2879,42,47,72.56,2,1,72.56,0,0,0,1,0
2880,73,2,56.36,2,3,56.36,0,1,0,0,1
2881,18,69,99.17,5,1,99.16999999999999,1,0,0,1,1
2882,18,4,64.2,1,1,64.2,0,0,1,0,0
2883,64,25,77.55,2,0,77.55,0,0,1,0,0
2884,56,55,114.91,1,1,114.91,1,0,1,0,0
2885,78,55,99.12,3,1,99.12,1,0,1,0,0
2886,37,55,67.51,2,1,67.51,1,1,0,0,0
2887,66,22,51.31,1,0,51.309999999999995,1,1,0,0,0
2888,55,35,93.55,3,0,93.55,0,1,0,0,1
2889,67,16,80.19,3,0,80.19,0,0,1,0,1
2890,78,70,34.21,1,1,34.21,1,1,0,0,0
2891,34,59,58.59,0,0,58.589999999999996,1,0,1,0,0
2892,23,22,92.99,2,1,92.99,0,1,0,0,0
2893,61,1,29.14,4,1,29.14,0,1,0,0,1
2894,49,1,78.78,7,0,78.78,0,0,0,1,0
2895,72,69,23.7,2,1,23.7,0,0,0,1,1
2896,79,16,64.04,1,1,64.04,0,1,0,0,0
2897,64,62,84.69,1,1,84.69,0,0,0,1,1
2898,48,11,37.72,3,2,37.72,1,0,1,0,0
2899,70,9,36.1,2,2,36.099999999999994,0,1,0,0,1
2900,70,9,26.05,0,1,26.049999999999997,1,1,0,0,0
2901,61,21,71.13,2,1,71.13,0,0,0,1,0
2902,23,35,57.8,3,1,57.8,0,0,0,1,0
2903,25,65,104.23,2,1,104.23,1,1,0,0,0
2904,39,20,36.77,0,2,36.769999999999996,0,1,0,0,0
2905,23,40,53.44,5,2,53.44,0,0,1,0,0
2906,47,46,48.89,2,1,48.89,0,0,0,1,0
2907,70,71,68.39,3,2,68.39,0,1,0,0,0
2908,72,29,104.84,1,1,104.84,1,0,0,1,1
2909,31,59,63.13,2,0,63.13,1,1,0,0,0
2910,63,34,22.63,2,0,22.63,0,0,1,0,0
2911,54,35,38.7,3,2,38.7,1,0,1,0,1
2912,54,67,56.52,4,0,56.52,1,0,1,0,0
2913,58,67,60.74,3,1,60.74,0,1,0,0,0
2914,75,37,100.12,2,0,100.12,1,1,0,0,0
2915,25,33,70.12,2,0,70.12,1,0,1,0,0
2916,24,31,62.33,0,1,62.33,1,1,0,0,1
2917,20,31,27.72,0,1,27.720000000000002,1,0,0,1,0
2918,22,60,103.33,1,0,103.33,0,1,0,0,1
2919,53,30,29.99,2,1,29.990000000000002,0,1,0,0,0
2920,50,1,102.46,2,1,102.46,0,1,0,0,1
2921,44,49,75.51,2,0,75.50999999999999,0,1,0,0,1
2922,64,67,49.15,4,2,49.150000000000006,1,1,0,0,1
2923,48,47,114.2,3,0,114.19999999999999,0,1,0,0,1
2924,36,67,80.36,3,2,80.36,0,1,0,0,1
2925,57,62,86.44,3,3,86.44,0,1,0,0,1
2926,45,35,79.0,2,1,79.0,1,1,0,0,1
2927,68,5,45.51,2,1,45.510000000000005,1,1,0,0,1
2928,35,59,93.66,2,0,93.66,0,0,0,1,0
2929,79,56,21.0,4,0,21.0,0,0,0,1,0
2930,28,50,102.66,1,2,102.66,0,1,0,0,1
2931,72,42,31.87,0,0,31.869999999999997,0,1,0,0,0
2932,66,26,24.93,1,1,24.93,0,1,0,0,0
2933,71,15,105.39,0,0,105.39,0,1,0,0,1
2934,67,9,74.24,0,0,74.24,1,1,0,0,0
2935,23,18,28.87,2,1,28.869999999999997,1,1,0,0,0
2936,69,35,87.59,4,1,87.59,1,1,0,0,0
2937,65,27,40.95,1,0,40.95,1,1,0,0,0
2938,63,61,54.16,3,0,54.160000000000004,1,1,0,0,1
2939,55,40,48.73,1,3,48.730000000000004,1,1,0,0,1
2940,43,14,71.19,5,0,71.19,0,0,0,1,0
2941,39,2,58.9,2,0,58.9,1,1,0,0,0
2942,74,51,49.2,1,2,49.199999999999996,1,1,0,0,0
2943,58,70,40.12,5,0,40.120000000000005,0,1,0,0,1
2944,22,45,41.96,0,1,41.96,0,1,0,0,0
2945,62,62,86.01,4,1,86.01,1,0,1,0,1
2946,78,8,53.81,3,1,53.81,1,1,0,0,1
2947,45,5,69.98,2,0,69.97999999999999,0,1,0,0,1
2948,37,66,97.1,1,1,97.10000000000001,1,0,1,0,0
2949,21,19,66.31,2,1,66.31,1,0,0,1,0
2950,79,26,43.49,1,2,43.49,0,1,0,0,0
2951,25,46,42.28,2,1,42.28,1,1,0,0,0
2952,47,50,119.82,2,1,119.82,0,0,1,0,1
2953,24,16,43.06,0,3,43.06,1,1,0,0,1
2954,40,30,93.22,0,1,93.22,1,0,1,0,0
2955,41,27,67.3,2,3,67.3,1,1,0,0,0
2956,43,66,69.58,1,0,69.58,1,1,0,0,0
2957,47,56,67.93,2,0,67.92999999999999,1,0,1,0,0
2958,27,58,40.48,0,1,40.480000000000004,0,0,1,0,0
2959,52,58,92.35,2,3,92.35000000000001,0,0,1,0,0
2960,24,20,48.1,5,1,48.1,0,1,0,0,0
2961,25,57,87.1,1,1,87.1,1,0,0,1,0
2962,56,26,37.77,1,4,37.769999999999996,0,1,0,0,0
2963,65,8,96.38,1,0,96.38,1,0,1,0,1
2964,60,17,67.78,2,2,67.78,0,1,0,0,1
2965,51,37,57.2,1,0,57.2,1,0,0,1,0
2966,55,5,59.68,3,1,59.67999999999999,1,0,0,1,0
2967,40,16,70.86,0,1,70.86,0,1,0,0,0
2968,45,49,93.29,2,2,93.29,1,1,0,0,0
2969,71,20,41.77,1,3,41.769999999999996,0,1,0,0,0
2970,29,14,45.29,1,0,45.29,1,0,0,1,0
2971,73,37,111.06,1,2,111.06,0,1,0,0,1
2972,45,41,82.24,4,0,82.24000000000001,0,1,0,0,1
2973,46,7,43.23,2,0,43.230000000000004,1,0,0,1,0
2974,52,60,45.77,3,1,45.769999999999996,0,1,0,0,1
2975,73,51,93.19,0,1,93.19,0,1,0,0,1
2976,74,71,44.14,1,1,44.14,0,0,0,1,1
2977,79,68,113.86,2,0,113.86,1,1,0,0,0
2978,69,4,55.33,1,1,55.33,0,1,0,0,1
2979,21,24,26.37,0,2,26.37,0,0,0,1,0
2980,52,8,25.75,0,0,25.75,0,1,0,0,1
2981,60,21,31.96,2,1,31.959999999999997,0,0,1,0,0
2982,36,16,26.2,0,4,26.2,0,1,0,0,0
2983,64,2,40.78,0,1,40.78,0,0,1,0,0
2984,74,25,30.32,3,0,30.32,1,0,0,1,1
2985,28,50,117.11,1,1,117.11,0,1,0,0,0
2986,73,70,71.04,5,2,71.04,1,1,0,0,0
2987,66,11,67.95,5,2,67.95,0,1,0,0,1
2988,60,49,37.19,4,1,37.19,1,0,0,1,1
2989,71,65,33.06,0,0,33.06,1,1,0,0,0
2990,34,27,52.4,3,0,52.4,1,0,0,1,1
2991,74,57,71.74,2,2,71.74,1,0,1,0,0
2992,38,21,56.18,3,2,56.18,0,0,0,1,0
2993,47,67,51.7,4,1,51.7,0,1,0,0,0
2994,44,14,59.17,4,0,59.17,0,0,0,1,0
2995,75,47,26.02,6,0,26.02,0,1,0,0,0
2996,26,45,62.32,4,1,62.32,0,1,0,0,1
2997,78,25,46.22,0,1,46.22,1,0,1,0,0
2998,19,70,22.74,1,0,22.74,0,0,1,0,0
2999,60,23,43.65,4,1,43.65,1,0,1,0,0
3000,61,27,36.38,0,3,36.38,0,0,0,1,0
3001,58,42,98.79,4,1,98.79,1,0,0,1,0
3002,64,58,95.57,0,0,95.57000000000001,1,1,0,0,1
3003,46,65,21.8,2,0,21.8,0,1,0,0,0
3004,23,39,83.63,2,1,83.63000000000001,1,0,1,0,1
3005,71,59,24.98,2,1,24.98,1,1,0,0,0
3006,30,57,39.8,1,0,39.8,0,1,0,0,0
3007,56,33,47.25,0,0,47.25,0,1,0,0,0
3008,27,10,33.68,3,0,33.68,1,1,0,0,0
3009,21,16,38.55,3,0,38.55,0,0,0,1,0
3010,33,45,31.05,1,3,31.05,0,0,0,1,0
3011,58,58,113.6,1,2,113.60000000000001,0,0,0,1,1
3012,19,27,32.03,1,0,32.03,1,0,0,1,0
3013,62,50,112.02,1,0,112.02,0,1,0,0,0
3014,20,28,41.38,1,1,41.38,1,0,1,0,0
3015,48,40,61.11,0,0,61.11,1,0,0,1,0
3016,34,66,55.21,2,1,55.21,1,0,1,0,0
3017,70,31,27.71,3,0,27.71,0,1,0,0,0
3018,20,70,88.37,1,1,88.36999999999999,0,1,0,0,0
3019,60,66,68.17,4,0,68.17,1,0,0,1,0
3020,30,57,102.3,3,1,102.30000000000001,0,1,0,0,0
3021,21,31,116.32,4,2,116.32000000000001,0,1,0,0,0
3022,76,27,110.82,2,1,110.82,1,0,0,1,1
3023,46,45,91.52,1,1,91.52,1,0,1,0,1
3024,18,38,38.14,2,0,38.14,0,1,0,0,0
3025,77,26,56.51,2,2,56.51,1,1,0,0,0
3026,52,11,31.07,3,1,31.069999999999997,1,0,1,0,0
3027,62,59,54.83,2,1,54.83,0,0,1,0,0
3028,40,32,116.31,2,0,116.31,0,0,1,0,1
3029,25,24,93.02,3,1,93.02,0,0,0,1,0
3030,40,6,94.88,2,1,94.88,1,1,0,0,1
3031,76,47,105.49,4,0,105.49,1,0,1,0,0
3032,69,32,33.14,2,0,33.14,0,1,0,0,1
3033,22,23,60.35,2,0,60.35,1,0,1,0,1
3034,40,52,25.1,1,3,25.1,1,0,0,1,0
3035,23,15,107.04,2,1,107.03999999999999,0,1,0,0,1
3036,23,26,111.92,1,2,111.92,0,0,0,1,0
3037,26,52,83.01,2,3,83.01,1,1,0,0,1
3038,56,51,55.97,1,1,55.97,0,0,0,1,0
3039,67,20,75.36,2,1,75.36,1,0,0,1,0
3040,62,71,80.44,1,1,80.44,1,0,0,1,0
3041,32,29,82.38,1,1,82.38,0,0,1,0,0
3042,68,25,48.37,1,1,48.37,1,0,0,1,0
3043,71,37,89.17,3,0,89.17,1,0,1,0,0
3044,28,51,20.65,3,2,20.650000000000002,0,1,0,0,0
