customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,internet_service,num_support_calls,num_late_payments,churn
2764,40,Female,67,38.96,2610.32,One year,Fiber optic,1,1,0
2765,30,Male,4,57.77,231.08,Month-to-month,DSL,3,0,1
2766,54,Male,3,82.31,246.93,Month-to-month,DSL,3,0,1
2767,66,Male,26,101.29,2633.54,One year,Fiber optic,6,0,0
2768,42,Female,35,36.86,1290.1,One year,Fiber optic,1,0,0
2769,58,Male,33,30.05,991.65,Month-to-month,DSL,3,1,0
2770,22,Female,16,119.91,1918.56,Two year,DSL,0,1,1
2771,69,Female,52,47.31,2460.12,Month-to-month,DSL,7,0,0
2772,77,Male,8,43.07,344.56,Month-to-month,Fiber optic,4,2,1
2773,43,Female,9,48.74,438.66,Month-to-month,DSL,2,1,0
2774,62,Female,26,23.17,602.42,One year,Fiber optic,1,1,0
2775,74,Male,43,50.87,2187.41,Two year,Fiber optic,2,0,0
2776,70,Male,62,60.24,3734.88,Two year,Fiber optic,2,0,0
2777,38,Female,6,49.19,295.14,Month-to-month,Fiber optic,3,0,1
2778,39,Male,69,66.71,4602.99,Two year,Fiber optic,2,0,0
2779,60,Female,33,98.99,3266.67,Month-to-month,No,5,2,0
2780,66,Female,20,75.87,1517.4,Two year,Fiber optic,1,1,0
2781,62,Female,47,34.23,1608.81,One year,Fiber optic,2,0,0
2782,55,Male,36,37.9,1364.4,Month-to-month,DSL,1,0,0
2783,29,Male,19,72.03,1368.57,One year,Fiber optic,3,1,0
2784,49,Male,16,36.49,583.84,Two year,No,1,0,0
2785,35,Male,47,90.65,4260.55,One year,No,4,1,0
2786,40,Male,61,79.87,4872.07,Month-to-month,Fiber optic,1,1,1
2787,43,Male,0,96.45,0.0,Two year,DSL,0,3,0
2788,20,Male,46,81.54,3750.84,Two year,Fiber optic,3,0,0
2789,58,Male,48,119.27,5724.96,Month-to-month,No,1,1,0
2790,68,Male,59,41.43,2444.37,Two year,Fiber optic,1,2,0
2791,75,Male,39,26.46,1031.94,Month-to-month,No,4,0,0
2792,76,Female,38,38.83,1475.54,Month-to-month,Fiber optic,3,2,1
2793,45,Male,45,66.57,2995.65,Month-to-month,No,1,1,0
2794,57,Female,57,95.57,5447.49,Month-to-month,Fiber optic,3,1,0
2795,62,Female,57,48.54,2766.78,Month-to-month,DSL,2,2,1
2796,59,Male,36,78.11,2811.96,One year,Fiber optic,2,0,0
2797,24,Male,3,69.49,208.47,Month-to-month,DSL,2,2,1
2798,41,Female,13,64.84,842.92,One year,DSL,5,0,0
2799,19,Female,51,38.5,1963.5,Two year,Fiber optic,2,1,0
2800,41,Male,15,30.36,455.4,Month-to-month,No,1,1,0
2801,79,Female,18,91.59,1648.62,One year,DSL,2,0,0
2802,48,Female,25,94.53,2363.25,One year,Fiber optic,4,1,0
2803,18,Male,23,118.94,2735.62,Month-to-month,No,1,2,1
2804,20,Male,23,104.35,2400.05,Two year,Fiber optic,5,0,0
2805,77,Male,64,51.94,3324.16,Month-to-month,DSL,1,1,0
2806,28,Male,17,110.73,1882.41,One year,Fiber optic,3,0,0
2807,68,Female,5,28.17,140.85,Month-to-month,No,0,2,1
2808,67,Female,38,105.06,3992.28,Month-to-month,Fiber optic,0,1,1
2809,28,Female,11,61.15,672.65,Month-to-month,Fiber optic,0,1,0
2810,66,Male,57,111.23,6340.11,Month-to-month,DSL,1,0,0
2811,68,Female,31,27.87,863.97,Two year,DSL,4,1,0
2812,19,Female,47,96.5,4535.5,Two year,No,6,1,1
2813,56,Female,67,21.9,1467.3,Two year,No,2,2,0
2814,33,Female,39,72.73,2836.47,One year,DSL,4,1,0
2815,22,Female,40,44.14,1765.6,One year,DSL,1,3,0
2816,36,Male,17,80.09,1361.53,Month-to-month,No,1,2,1
2817,55,Male,21,23.94,502.74,Month-to-month,Fiber optic,5,0,0
2818,51,Female,64,23.13,1480.32,One year,No,1,0,0
2819,65,Female,25,102.47,2561.75,One year,No,0,1,0
2820,18,Male,19,119.54,2271.26,Month-to-month,DSL,1,1,0
2821,60,Male,41,104.45,4282.45,Two year,Fiber optic,2,0,0
2822,58,Male,66,22.66,1495.56,Month-to-month,Fiber optic,3,2,0
2823,73,Male,57,44.46,2534.22,Two year,No,3,0,0
2824,58,Female,57,69.25,3947.25,Month-to-month,DSL,6,1,0
2825,53,Female,38,60.88,2313.44,One year,DSL,1,1,0
2826,18,Male,7,35.1,245.7,One year,Fiber optic,2,1,0
2827,25,Male,41,36.42,1493.22,Month-to-month,DSL,0,0,1
2828,52,Male,64,115.51,7392.64,Month-to-month,DSL,1,1,1
2829,42,Female,12,41.77,501.24,Month-to-month,DSL,2,0,1
2830,48,Female,67,80.46,5390.82,Month-to-month,Fiber optic,3,2,1
2831,52,Female,40,73.47,2938.8,Month-to-month,DSL,1,1,1
2832,51,Male,53,75.03,3976.59,One year,Fiber optic,1,1,0
2833,51,Female,12,79.04,948.48,One year,Fiber optic,5,1,0
2834,38,Female,66,115.35,7613.1,Two year,DSL,0,1,1
2835,63,Male,63,102.15,6435.45,One year,Fiber optic,0,0,0
2836,31,Male,7,61.87,433.09,Two year,Fiber optic,6,0,1
2837,57,Male,53,26.99,1430.47,One year,Fiber optic,2,1,0
2838,33,Male,3,43.99,131.97,One year,Fiber optic,2,0,1
2839,18,Male,70,87.31,6111.7,Month-to-month,DSL,2,0,0
2840,22,Female,24,63.78,1530.72,One year,No,1,2,1
2841,37,Male,62,69.83,4329.46,One year,Fiber optic,2,2,0
2842,78,Female,21,76.89,1614.69,One year,No,2,0,0
2843,77,Female,53,84.11,4457.83,One year,DSL,1,1,0
2844,45,Female,43,83.36,3584.48,One year,DSL,2,1,1
2845,43,Male,22,54.84,1206.48,Two year,DSL,2,1,0
2846,38,Female,42,34.72,1458.24,One year,Fiber optic,1,1,0
2847,73,Male,43,35.89,1543.27,One year,Fiber optic,1,2,0
2848,59,Male,29,118.75,3443.75,Month-to-month,Fiber optic,3,1,1
2849,72,Female,41,52.09,2135.69,Month-to-month,Fiber optic,0,0,0
2850,75,Female,9,110.46,994.14,One year,No,4,3,0
2851,23,Female,71,91.11,6468.81,Two year,DSL,4,2,0
2852,20,Female,35,116.06,4062.1,Month-to-month,No,4,1,0
2853,45,Female,58,103.17,5983.86,Two year,DSL,1,4,0
2854,61,Male,65,25.16,1635.4,Month-to-month,Fiber optic,1,2,0
2855,51,Male,22,57.51,1265.22,One year,Fiber optic,3,0,0
2856,52,Male,3,55.73,167.19,Two year,No,2,0,0
2857,55,Female,54,87.73,4737.42,Month-to-month,Fiber optic,0,1,0
2858,21,Male,69,46.67,3220.23,Two year,Fiber optic,4,0,0
2859,77,Male,32,22.9,732.8,One year,Fiber optic,2,2,0
2860,74,Female,16,110.46,1767.36,Month-to-month,Fiber optic,1,0,0
2861,51,Male,43,62.46,2685.78,Month-to-month,Fiber optic,3,0,0
2862,41,Male,28,20.67,578.76,Two year,DSL,2,0,0
2863,58,Male,7,85.36,597.52,One year,Fiber optic,2,0,0
2864,76,Female,4,31.07,124.28,Two year,DSL,1,0,0
2865,77,Male,38,49.21,1869.98,Month-to-month,DSL,2,2,0
2866,32,Female,59,42.88,2529.92,One year,Fiber optic,2,1,0
2867,27,Female,47,94.82,4456.54,Month-to-month,DSL,0,0,1
2868,51,Male,22,108.22,2380.84,One year,Fiber optic,2,1,0
2869,43,Female,40,41.5,1660.0,Month-to-month,Fiber optic,0,1,1
2870,27,Male,54,62.07,3351.78,Month-to-month,No,2,1,0
2871,50,Female,46,62.93,2894.78,Two year,DSL,2,0,0
2872,31,Male,0,28.35,0.0,One year,DSL,1,0,1
2873,42,Male,16,36.56,584.96,Month-to-month,Fiber optic,2,0,1
2874,34,Female,58,111.2,6449.6,One year,DSL,5,0,0
2875,43,Male,39,75.74,2953.86,Month-to-month,Fiber optic,1,0,0
2876,61,Female,60,98.51,5910.6,Month-to-month,Fiber optic,6,3,1
2877,75,Male,58,115.69,6710.02,One year,Fiber optic,3,1,0
2878,39,Female,2,83.41,166.82,Month-to-month,Fiber optic,2,2,1
2879,42,Female,47,72.56,3410.32,Two year,Fiber optic,2,1,0
2880,73,Female,2,56.36,112.72,Month-to-month,DSL,2,3,1
2881,18,Male,69,99.17,6842.73,Two year,DSL,5,1,1
2882,18,Female,4,64.2,256.8,One year,Fiber optic,1,1,0
2883,64,Female,25,77.55,1938.75,One year,DSL,2,0,0
2884,56,Male,55,114.91,6320.05,One year,Fiber optic,1,1,0
2885,78,Male,55,99.12,5451.6,One year,No,3,1,0
2886,37,Male,55,67.51,3713.05,Month-to-month,Fiber optic,2,1,0
2887,66,Male,22,51.31,1128.82,Month-to-month,Fiber optic,1,0,0
2888,55,Female,35,93.55,3274.25,Month-to-month,Fiber optic,3,0,1
2889,67,Female,16,80.19,1283.04,One year,No,3,0,1
2890,78,Male,70,34.21,2394.7,Month-to-month,Fiber optic,1,1,0
2891,34,Male,59,58.59,3456.81,One year,Fiber optic,0,0,0
2892,23,Female,22,92.99,2045.78,Month-to-month,DSL,2,1,0
2893,61,Female,1,29.14,29.14,Month-to-month,Fiber optic,4,1,1
2894,49,Female,1,78.78,78.78,Two year,Fiber optic,7,0,0
2895,72,Female,69,23.7,1635.3,Two year,Fiber optic,2,1,1
2896,79,Female,16,64.04,1024.64,Month-to-month,Fiber optic,1,1,0
2897,64,Female,62,84.69,5250.78,Two year,Fiber optic,1,1,1
2898,48,Male,11,37.72,414.92,One year,DSL,3,2,0
2899,70,Female,9,36.1,324.9,Month-to-month,Fiber optic,2,2,1
2900,70,Male,9,26.05,234.45,Month-to-month,DSL,0,1,0
2901,61,Female,21,71.13,1493.73,Two year,Fiber optic,2,1,0
2902,23,Female,35,57.8,2023.0,Two year,No,3,1,0
2903,25,Male,65,104.23,6774.95,Month-to-month,Fiber optic,2,1,0
2904,39,Female,20,36.77,735.4,Month-to-month,DSL,0,2,0
2905,23,Female,40,53.44,2137.6,One year,Fiber optic,5,2,0
2906,47,Female,46,48.89,2248.94,Two year,Fiber optic,2,1,0
2907,70,Female,71,68.39,4855.69,Month-to-month,Fiber optic,3,2,0
2908,72,Male,29,104.84,3040.36,Two year,DSL,1,1,1
2909,31,Male,59,63.13,3724.67,Month-to-month,Fiber optic,2,0,0
2910,63,Female,34,22.63,769.42,One year,Fiber optic,2,0,0
2911,54,Male,35,38.7,1354.5,One year,Fiber optic,3,2,1
2912,54,Male,67,56.52,3786.84,One year,No,4,0,0
2913,58,Female,67,60.74,4069.58,Month-to-month,Fiber optic,3,1,0
2914,75,Male,37,100.12,3704.44,Month-to-month,Fiber optic,2,0,0
2915,25,Male,33,70.12,2313.96,One year,DSL,2,0,0
2916,24,Male,31,62.33,1932.23,Month-to-month,Fiber optic,0,1,1
2917,20,Male,31,27.72,859.32,Two year,DSL,0,1,0
2918,22,Female,60,103.33,6199.8,Month-to-month,No,1,0,1
2919,53,Female,30,29.99,899.7,Month-to-month,DSL,2,1,0
2920,50,Female,1,102.46,102.46,Month-to-month,DSL,2,1,1
2921,44,Female,49,75.51,3699.99,Month-to-month,Fiber optic,2,0,1
2922,64,Male,67,49.15,3293.05,Month-to-month,Fiber optic,4,2,1
2923,48,Female,47,114.2,5367.4,Month-to-month,Fiber optic,3,0,1
2924,36,Female,67,80.36,5384.12,Month-to-month,Fiber optic,3,2,1
2925,57,Female,62,86.44,5359.28,Month-to-month,No,3,3,1
2926,45,Male,35,79.0,2765.0,Month-to-month,DSL,2,1,1
2927,68,Male,5,45.51,227.55,Month-to-month,Fiber optic,2,1,1
2928,35,Female,59,93.66,5525.94,Two year,No,2,0,0
2929,79,Female,56,21.0,1176.0,Two year,No,4,0,0
2930,28,Female,50,102.66,5133.0,Month-to-month,Fiber optic,1,2,1
2931,72,Female,42,31.87,1338.54,Month-to-month,DSL,0,0,0
2932,66,Female,26,24.93,648.18,Month-to-month,Fiber optic,1,1,0
2933,71,Female,15,105.39,1580.85,Month-to-month,No,0,0,1
2934,67,Male,9,74.24,668.16,Month-to-month,Fiber optic,0,0,0
2935,23,Male,18,28.87,519.66,Month-to-month,Fiber optic,2,1,0
2936,69,Male,35,87.59,3065.65,Month-to-month,No,4,1,0
2937,65,Male,27,40.95,1105.65,Month-to-month,Fiber optic,1,0,0
2938,63,Male,61,54.16,3303.76,Month-to-month,Fiber optic,3,0,1
2939,55,Male,40,48.73,1949.2,Month-to-month,Fiber optic,1,3,1
2940,43,Female,14,71.19,996.66,Two year,Fiber optic,5,0,0
2941,39,Male,2,58.9,117.8,Month-to-month,Fiber optic,2,0,0
2942,74,Male,51,49.2,2509.2,Month-to-month,Fiber optic,1,2,0
2943,58,Female,70,40.12,2808.4,Month-to-month,DSL,5,0,1
2944,22,Female,45,41.96,1888.2,Month-to-month,DSL,0,1,0
2945,62,Male,62,86.01,5332.62,One year,Fiber optic,4,1,1
2946,78,Male,8,53.81,430.48,Month-to-month,DSL,3,1,1
2947,45,Female,5,69.98,349.9,Month-to-month,Fiber optic,2,0,1
2948,37,Male,66,97.1,6408.6,One year,Fiber optic,1,1,0
2949,21,Male,19,66.31,1259.89,Two year,Fiber optic,2,1,0
2950,79,Female,26,43.49,1130.74,Month-to-month,Fiber optic,1,2,0
2951,25,Male,46,42.28,1944.88,Month-to-month,DSL,2,1,0
2952,47,Female,50,119.82,5991.0,One year,No,2,1,1
2953,24,Male,16,43.06,688.96,Month-to-month,Fiber optic,0,3,1
2954,40,Male,30,93.22,2796.6,One year,Fiber optic,0,1,0
2955,41,Male,27,67.3,1817.1,Month-to-month,Fiber optic,2,3,0
2956,43,Male,66,69.58,4592.28,Month-to-month,DSL,1,0,0
2957,47,Male,56,67.93,3804.08,One year,Fiber optic,2,0,0
2958,27,Female,58,40.48,2347.84,One year,Fiber optic,0,1,0
2959,52,Female,58,92.35,5356.3,One year,Fiber optic,2,3,0
2960,24,Female,20,48.1,962.0,Month-to-month,No,5,1,0
2961,25,Male,57,87.1,4964.7,Two year,DSL,1,1,0
2962,56,Female,26,37.77,982.02,Month-to-month,Fiber optic,1,4,0
2963,65,Male,8,96.38,771.04,One year,DSL,1,0,1
2964,60,Female,17,67.78,1152.26,Month-to-month,DSL,2,2,1
2965,51,Male,37,57.2,2116.4,Two year,No,1,0,0
2966,55,Male,5,59.68,298.4,Two year,Fiber optic,3,1,0
2967,40,Female,16,70.86,1133.76,Month-to-month,Fiber optic,0,1,0
2968,45,Male,49,93.29,4571.21,Month-to-month,No,2,2,0
2969,71,Female,20,41.77,835.4,Month-to-month,Fiber optic,1,3,0
2970,29,Male,14,45.29,634.06,Two year,Fiber optic,1,0,0
2971,73,Female,37,111.06,4109.22,Month-to-month,Fiber optic,1,2,1
2972,45,Female,41,82.24,3371.84,Month-to-month,DSL,4,0,1
2973,46,Male,7,43.23,302.61,Two year,DSL,2,0,0
2974,52,Female,60,45.77,2746.2,Month-to-month,DSL,3,1,1
2975,73,Female,51,93.19,4752.69,Month-to-month,Fiber optic,0,1,1
2976,74,Female,71,44.14,3133.94,Two year,Fiber optic,1,1,1
2977,79,Male,68,113.86,7742.48,Month-to-month,Fiber optic,2,0,0
2978,69,Female,4,55.33,221.32,Month-to-month,Fiber optic,1,1,1
2979,21,Female,24,26.37,632.88,Two year,DSL,0,2,0
2980,52,Female,8,25.75,206.0,Month-to-month,DSL,0,0,1
2981,60,Female,21,31.96,671.16,One year,Fiber optic,2,1,0
2982,36,Female,16,26.2,419.2,Month-to-month,No,0,4,0
2983,64,Female,2,40.78,81.56,One year,Fiber optic,0,1,0
2984,74,Male,25,30.32,758.0,Two year,No,3,0,1
2985,28,Female,50,117.11,5855.5,Month-to-month,DSL,1,1,0
2986,73,Male,70,71.04,4972.8,Month-to-month,Fiber optic,5,2,0
2987,66,Female,11,67.95,747.45,Month-to-month,DSL,5,2,1
2988,60,Male,49,37.19,1822.31,Two year,Fiber optic,4,1,1
2989,71,Male,65,33.06,2148.9,Month-to-month,No,0,0,0
2990,34,Male,27,52.4,1414.8,Two year,No,3,0,1
2991,74,Male,57,71.74,4089.18,One year,Fiber optic,2,2,0
2992,38,Female,21,56.18,1179.78,Two year,Fiber optic,3,2,0
2993,47,Female,67,51.7,3463.9,Month-to-month,Fiber optic,4,1,0
2994,44,Female,14,59.17,828.38,Two year,DSL,4,0,0
2995,75,Female,47,26.02,1222.94,Month-to-month,Fiber optic,6,0,0
2996,26,Female,45,62.32,2804.4,Month-to-month,DSL,4,1,1
2997,78,Male,25,46.22,1155.5,One year,Fiber optic,0,1,0
2998,19,Female,70,22.74,1591.8,One year,DSL,1,0,0
2999,60,Male,23,43.65,1003.95,One year,Fiber optic,4,1,0
3000,61,Female,27,36.38,982.26,Two year,Fiber optic,0,3,0
3001,58,Male,42,98.79,4149.18,Two year,DSL,4,1,0
3002,64,Male,58,95.57,5543.06,Month-to-month,DSL,0,0,1
3003,46,Female,65,21.8,1417.0,Month-to-month,Fiber optic,2,0,0
3004,23,Male,39,83.63,3261.57,One year,Fiber optic,2,1,1
3005,71,Male,59,24.98,1473.82,Month-to-month,Fiber optic,2,1,0
3006,30,Female,57,39.8,2268.6,Month-to-month,Fiber optic,1,0,0
3007,56,Female,33,47.25,1559.25,Month-to-month,Fiber optic,0,0,0
3008,27,Male,10,33.68,336.8,Month-to-month,DSL,3,0,0
3009,21,Female,16,38.55,616.8,Two year,Fiber optic,3,0,0
3010,33,Female,45,31.05,1397.25,Two year,DSL,1,3,0
3011,58,Female,58,113.6,6588.8,Two year,Fiber optic,1,2,1
3012,19,Male,27,32.03,864.81,Two year,Fiber optic,1,0,0
3013,62,Female,50,112.02,5601.0,Month-to-month,Fiber optic,1,0,0
3014,20,Male,28,41.38,1158.64,One year,No,1,1,0
3015,48,Male,40,61.11,2444.4,Two year,Fiber optic,0,0,0
3016,34,Male,66,55.21,3643.86,One year,Fiber optic,2,1,0
3017,70,Female,31,27.71,859.01,Month-to-month,Fiber optic,3,0,0
3018,20,Female,70,88.37,6185.9,Month-to-month,DSL,1,1,0
3019,60,Male,66,68.17,4499.22,Two year,No,4,0,0
3020,30,Female,57,102.3,5831.1,Month-to-month,Fiber optic,3,1,0
3021,21,Female,31,116.32,3605.92,Month-to-month,Fiber optic,4,2,0
3022,76,Male,27,110.82,2992.14,Two year,Fiber optic,2,1,1
3023,46,Male,45,91.52,4118.4,One year,Fiber optic,1,1,1
3024,18,Female,38,38.14,1449.32,Month-to-month,Fiber optic,2,0,0
3025,77,Male,26,56.51,1469.26,Month-to-month,Fiber optic,2,2,0
3026,52,Male,11,31.07,341.77,One year,No,3,1,0
3027,62,Female,59,54.83,3234.97,One year,DSL,2,1,0
3028,40,Female,32,116.31,3721.92,One year,Fiber optic,2,0,1
3029,25,Female,24,93.02,2232.48,Two year,Fiber optic,3,1,0
3030,40,Male,6,94.88,569.28,Month-to-month,DSL,2,1,1
3031,76,Male,47,105.49,4958.03,One year,No,4,0,0
3032,69,Female,32,33.14,1060.48,Month-to-month,Fiber optic,2,0,1
3033,22,Male,23,60.35,1388.05,One year,Fiber optic,2,0,1
3034,40,Male,52,25.1,1305.2,Two year,Fiber optic,1,3,0
3035,23,Female,15,107.04,1605.6,Month-to-month,No,2,1,1
3036,23,Female,26,111.92,2909.92,Two year,DSL,1,2,0
3037,26,Male,52,83.01,4316.52,Month-to-month,Fiber optic,2,3,1
3038,56,Female,51,55.97,2854.47,Two year,DSL,1,1,0
3039,67,Male,20,75.36,1507.2,Two year,DSL,2,1,0
3040,62,Male,71,80.44,5711.24,Two year,DSL,1,1,0
3041,32,Female,29,82.38,2389.02,One year,DSL,1,1,0
3042,68,Male,25,48.37,1209.25,Two year,Fiber optic,1,1,0
3043,71,Male,37,89.17,3299.29,One year,DSL,3,0,0
3044,28,Female,51,20.65,1053.15,Month-to-month,No,3,2,0
3045,47,Male,35,38.14,1334.9,Two year,DSL,1,0,0
3046,59,Male,2,92.65,185.3,Month-to-month,Fiber optic,1,0,1
3047,23,Female,44,50.87,2238.28,One year,Fiber optic,2,0,0
3048,32,Male,31,29.72,921.32,Month-to-month,Fiber optic,4,0,1
3049,43,Male,49,118.85,5823.65,Month-to-month,Fiber optic,1,1,0
3050,46,Male,35,111.46,3901.1,Month-to-month,Fiber optic,4,0,0
3051,27,Male,26,75.18,1954.68,One year,DSL,0,1,0
3052,45,Female,16,89.77,1436.32,Month-to-month,DSL,4,2,1
3053,37,Female,42,61.77,2594.34,Month-to-month,Fiber optic,3,1,0
3054,37,Male,54,92.48,4993.92,One year,DSL,1,0,0
3055,61,Female,10,110.79,1107.9,Two year,DSL,0,0,0
3056,53,Female,16,74.3,1188.8,One year,Fiber optic,2,1,0
3057,71,Male,61,26.36,1607.96,Month-to-month,Fiber optic,0,1,0
3058,31,Male,27,86.22,2327.94,Month-to-month,No,2,0,0
3059,48,Female,42,80.32,3373.44,One year,DSL,4,0,1
3060,41,Male,24,104.53,2508.72,One year,Fiber optic,2,1,0
3061,45,Male,44,119.08,5239.52,Month-to-month,Fiber optic,0,2,1
3062,50,Female,44,84.41,3714.04,One year,Fiber optic,1,0,0
3063,57,Female,48,105.98,5087.04,Month-to-month,DSL,2,1,0
3064,37,Male,55,33.68,1852.4,Two year,DSL,2,0,0
3065,25,Male,5,89.52,447.6,Month-to-month,No,3,1,1
3066,56,Male,32,115.95,3710.4,One year,Fiber optic,4,1,1
3067,73,Female,12,32.02,384.24,One year,Fiber optic,1,1,0
3068,52,Female,5,66.48,332.4,One year,DSL,2,1,0
3069,64,Female,3,119.83,359.49,One year,Fiber optic,0,1,0
3070,44,Male,1,21.79,21.79,One year,DSL,2,1,1
3071,44,Male,2,37.3,74.6,Month-to-month,No,0,1,1
3072,59,Male,67,32.93,2206.31,Month-to-month,No,0,1,0
3073,47,Female,6,112.74,676.44,Month-to-month,DSL,4,3,1
3074,62,Male,7,53.77,376.39,Month-to-month,No,1,1,0
3075,59,Male,58,99.81,5788.98,Month-to-month,Fiber optic,3,0,0
3076,76,Male,27,43.23,1167.21,Two year,Fiber optic,4,1,0
3077,57,Male,53,39.84,2111.52,One year,DSL,2,0,0
3078,50,Female,8,34.68,277.44,Month-to-month,Fiber optic,1,2,1
3079,37,Male,4,112.33,449.32,Two year,No,1,1,1
3080,27,Female,33,76.04,2509.32,One year,DSL,2,2,0
3081,26,Male,44,119.55,5260.2,Month-to-month,Fiber optic,4,0,1
3082,61,Female,24,45.78,1098.72,Two year,DSL,2,1,0
3083,24,Male,69,73.27,5055.63,Month-to-month,Fiber optic,1,0,1
3084,41,Female,40,118.67,4746.8,Month-to-month,Fiber optic,2,0,1
3085,54,Female,60,54.01,3240.6,One year,Fiber optic,1,1,0
3086,28,Female,63,91.58,5769.54,One year,DSL,5,0,0
3087,61,Female,25,37.48,937.0,Month-to-month,Fiber optic,2,1,1
3088,53,Female,21,106.69,2240.49,Month-to-month,No,0,0,1
3089,72,Female,67,75.47,5056.49,Month-to-month,Fiber optic,1,2,0
3090,20,Female,38,30.57,1161.66,Month-to-month,No,5,1,1
3091,68,Male,57,97.94,5582.58,Month-to-month,Fiber optic,1,1,0
3092,53,Male,22,107.5,2365.0,One year,DSL,2,1,1
3093,36,Female,47,63.87,3001.89,Month-to-month,Fiber optic,2,2,0
3094,37,Male,29,44.22,1282.38,Month-to-month,Fiber optic,2,1,0
3095,22,Female,12,114.9,1378.8,Month-to-month,Fiber optic,1,0,0
3096,38,Male,44,48.99,2155.56,Month-to-month,No,1,0,0
3097,28,Female,35,62.32,2181.2,One year,DSL,1,0,0
3098,68,Male,38,20.67,785.46,Month-to-month,Fiber optic,6,0,1
3099,75,Male,9,32.7,294.3,One year,No,3,0,0
3100,47,Female,67,77.98,5224.66,One year,No,0,1,0
3101,62,Male,5,87.28,436.4,Month-to-month,No,1,1,1
3102,59,Female,54,113.54,6131.16,Month-to-month,No,0,0,1
3103,19,Male,16,30.93,494.88,Month-to-month,Fiber optic,2,0,0
3104,72,Male,27,95.24,2571.48,Month-to-month,Fiber optic,5,1,1
3105,25,Female,56,30.64,1715.84,One year,No,4,0,0
3106,45,Female,2,45.45,90.9,Month-to-month,Fiber optic,0,0,0
3107,34,Male,35,49.78,1742.3,Two year,Fiber optic,1,0,0
3108,23,Female,55,89.41,4917.55,Two year,DSL,3,0,1
3109,53,Female,24,59.72,1433.28,Month-to-month,No,0,0,1
3110,56,Male,49,102.96,5045.04,One year,DSL,3,0,0
3111,76,Female,42,62.23,2613.66,One year,DSL,2,2,1
3112,20,Female,26,107.32,2790.32,Month-to-month,No,2,2,0
3113,42,Male,14,116.13,1625.82,Month-to-month,Fiber optic,2,0,1
3114,63,Male,7,111.7,781.9,Month-to-month,No,2,1,1
3115,61,Male,61,82.44,5028.84,Month-to-month,Fiber optic,3,1,1
3116,36,Male,13,61.75,802.75,Month-to-month,DSL,1,0,0
3117,56,Female,29,71.56,2075.24,Month-to-month,DSL,0,2,1
3118,37,Male,5,22.9,114.5,One year,No,0,0,1
3119,62,Male,40,24.48,979.2,Month-to-month,Fiber optic,2,0,0
3120,67,Male,69,98.45,6793.05,One year,Fiber optic,5,1,1
3121,63,Male,57,86.29,4918.53,One year,No,1,1,0
3122,70,Female,52,50.39,2620.28,Month-to-month,Fiber optic,1,3,1
3123,38,Female,52,47.08,2448.16,Month-to-month,Fiber optic,2,2,1
3124,39,Male,13,111.41,1448.33,One year,Fiber optic,0,3,0
3125,28,Female,9,57.06,513.54,One year,No,2,2,0
3126,34,Female,67,98.87,6624.29,Month-to-month,Fiber optic,3,1,1
3127,19,Male,18,74.04,1332.72,Two year,Fiber optic,3,1,0
3128,32,Male,43,76.5,3289.5,Month-to-month,Fiber optic,1,0,0
3129,63,Female,48,68.56,3290.88,One year,Fiber optic,1,3,0
3130,52,Female,44,101.48,4465.12,Month-to-month,Fiber optic,3,1,0
3131,78,Female,49,81.62,3999.38,Month-to-month,No,0,1,0
3132,60,Female,9,118.06,1062.54,One year,DSL,0,1,0
3133,58,Male,30,62.0,1860.0,One year,Fiber optic,0,3,0
3134,63,Female,3,81.45,244.35,Month-to-month,DSL,2,1,1
3135,23,Female,18,39.59,712.62,Month-to-month,Fiber optic,1,0,0
3136,27,Female,62,36.26,2248.12,One year,DSL,2,0,0
3137,36,Male,54,96.61,5216.94,Month-to-month,DSL,5,0,0
3138,71,Female,67,113.31,7591.77,Month-to-month,No,1,0,0
3139,21,Female,12,111.48,1337.76,Month-to-month,Fiber optic,2,0,1
3140,79,Male,66,93.54,6173.64,One year,DSL,0,2,0
3141,70,Male,66,109.7,7240.2,Two year,DSL,1,0,0
3142,19,Male,0,60.46,0.0,Month-to-month,Fiber optic,1,0,1
3143,72,Female,32,84.25,2696.0,Month-to-month,Fiber optic,0,1,1
3144,76,Female,12,44.99,539.88,Month-to-month,DSL,2,1,1
3145,47,Male,27,64.83,1750.41,Month-to-month,DSL,1,1,1
3146,30,Male,11,34.33,377.63,Month-to-month,No,2,1,1
3147,60,Female,32,78.55,2513.6,Two year,DSL,1,0,0
3148,76,Male,56,56.57,3167.92,Month-to-month,Fiber optic,3,1,1
3149,57,Female,60,102.5,6150.0,Month-to-month,DSL,1,1,0
3150,72,Female,58,34.8,2018.4,One year,Fiber optic,0,0,0
3151,74,Male,50,20.13,1006.5,One year,Fiber optic,2,2,0
3152,48,Female,29,76.13,2207.77,Two year,DSL,4,0,0
3153,56,Male,33,94.38,3114.54,Month-to-month,DSL,2,1,0
3154,59,Female,49,95.25,4667.25,Month-to-month,No,2,2,0
3155,63,Male,24,70.6,1694.4,Month-to-month,Fiber optic,1,0,1
3156,47,Male,46,92.22,4242.12,Month-to-month,DSL,0,0,1
3157,26,Male,29,48.85,1416.65,Month-to-month,DSL,1,0,0
3158,52,Female,44,91.35,4019.4,One year,DSL,2,1,0
